@relation interact

@attribute interactionword {abolish,acceptor,accompani,accumul,acetyl,act,action,activ,affect,affin,agonist,alter,associ,attach,attack,attenu,augment,bind,block,blockag,carbamoyl,carboxyl,caus,chang,character,cleav,cleavag,co,coactiv,coassoci,coexpress,coimmunoprecipit,coloc,compet,complex,concentr,conjug,conserv,consist,contact,contain,contribut,control,convert,cooper,coprecipit,correl,costimul,counterreceptor,crippl,cross,crosslink,deacetyl,deamin,decarboxyl,decreas,degrad,dehydr,dehydrogen,depend,dephosphoryl,depress,determin,diminish,direct,disrupt,dissoci,distribut,dock,down,downregul,drive,effect,elav,elev,elimin,encod,engag,enhanc,evok,express,facilit,facilitet,follow,form,format,formyl,function,fuse,gener,glycosyl,govern,heterodim,heterodimer,homodim,homodimer,homolog,hydroli,hydrolys,hydrolysi,identifi,immunoprecipit,impact,impair,implic,inact,inactiv,incorpor,increas,induc,induct,influenc,inhibit,inhibitor,initi,interact,involv,isomer,lead,ligand,ligat,limit,link,local,mediat,methyl,mobil,mobilis,modifi,modul,neutral,neutralis,oxid,pair,peroxid,perturb,phosphory,phosphoryl,potenti,prduce,preced,precipit,prevent,produc,promot,rais,react,reactiv,recogn,recruit,reduc,reduct,regul,relat,repress,requir,respond,respons,result,revers,sequest,signal,stabil,stimul,suppress,synerg,synergis,talk,target,termin,tether,tran,transactiv,transamin,transcrib,transform,trigger,ubiquitin,up,upregul,norelword}
@attribute D1 real
@attribute D2 real
@attribute D3 real
@attribute P_posision1 real
@attribute P_position2 real
@attribute K_position real
@attribute order {avb,vab,abv}
@attribute NumberOfInteractors real
@attribute not {true,false}
@attribute prep {with,of,by,multiple,to,between,via,through,in,for,on,within,during,from,without,at,under,among,after,NA}
@attribute H1 real
@attribute H2 real
@attribute H3 real
@attribute overlapP {true,false}
@attribute overlapN {true,false}
@attribute overlap2 {true,false}
@attribute overlap3 {true,false}
@attribute overlapF {true,false}
@attribute overlapR {true,false}
@attribute pattern_PVP {true,false}
@attribute pattern_PVbyP {true,false}
@attribute pattern_VofPbyP {true,false}
@attribute pattern_VofPtoP {true,false}
@attribute pattern_NofPbyP {true,false}
@attribute pattern_NofPwithP {true,false}
@attribute pattern_NbetweenPandP {true,false}
@attribute pattern_combetPandP {true,false}
@attribute pattern_comofPandP {true,false}
@attribute pattern_PformcomwithP {true,false}
@attribute pattern_PPN {true,false}
@attribute pattern_PdependP {true,false}
@attribute pattern_between {true,false}
@attribute pattern_contiguous {true,false}
@attribute pattern_para {true,false}
@attribute Dep_KP1 real
@attribute negative_KP1 real
@attribute positive_KP1 real
@attribute Dep_KP2 real
@attribute negative_KP2 real
@attribute positive_KP2 real
@attribute Dep_P1P2 real
@attribute negative_P1P2 real
@attribute positive_P1P2 real
@attribute Dep_P1Root real
@attribute Dep_P2Root real
@attribute Dep_KRoot real
@attribute interaction {True,False}

@data
express,3,4,1,21,22,18,vab,2,false,NA,6,4,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,2,0,2,1,0,1,1,1,0,7,6,5,False
express,7,3,10,21,31,28,avb,2,true,NA,6,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,2,0,2,6,3,3,7,10,8,False
express,7,4,11,21,32,28,avb,2,true,NA,6,4,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,1,0,1,5,3,2,7,9,8,False
express,6,3,9,22,31,28,avb,2,true,NA,4,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,2,0,2,5,2,3,6,10,8,False
express,6,4,10,22,32,28,avb,2,true,NA,4,4,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,1,0,1,4,2,2,6,9,8,False
express,3,4,1,31,32,28,vab,2,false,NA,6,4,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,2,0,2,1,0,1,1,1,0,10,9,8,False
activ,10,11,21,7,28,17,avb,2,true,to,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,1,3,7,4,3,4,1,3,2,4,4,False
norelword,6,19,13,7,20,1,vab,0,true,in,7,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,6,3,3,4,4,0,False
norelword,6,27,21,7,28,1,vab,0,true,in,7,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,8,3,5,4,6,0,False
norelword,6,28,22,7,29,1,vab,0,true,in,7,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,7,3,4,4,5,0,False
norelword,6,38,32,7,39,1,vab,0,true,in,7,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,7,3,4,4,5,0,False
norelword,19,27,8,20,28,1,vab,0,true,in,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,8,3,5,4,6,0,False
norelword,19,28,9,20,29,1,vab,0,true,in,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,7,3,4,4,5,0,False
norelword,19,38,19,20,39,1,vab,0,true,in,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,7,3,4,4,5,0,False
norelword,27,28,1,28,29,1,vab,0,true,in,7,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,0,0,0,0,0,0,1,1,0,6,5,0,False
norelword,27,38,11,28,39,1,vab,0,true,in,7,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,3,2,1,6,5,0,False
norelword,28,38,10,29,39,1,vab,0,true,in,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,2,1,1,5,5,0,False
homolog,5,4,1,6,7,11,abv,1,false,of,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,2,2,0,1,1,0,1,1,0,4,3,2,False
homolog,5,4,9,6,15,11,avb,1,false,of,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,1,0,1,3,2,1,4,3,2,False
homolog,5,10,15,6,21,11,avb,1,false,of,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,5,2,3,7,4,3,4,5,2,False
homolog,5,12,17,6,23,11,avb,1,false,of,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,7,2,5,9,4,5,4,7,2,False
homolog,5,13,18,6,24,11,avb,1,false,of,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,5,2,3,7,4,3,4,5,2,False
homolog,4,4,8,7,15,11,avb,1,false,of,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,1,0,1,2,1,1,3,3,2,False
homolog,4,10,14,7,21,11,avb,1,false,of,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,5,2,3,6,3,3,3,5,2,False
homolog,4,12,16,7,23,11,avb,1,false,of,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,7,2,5,8,3,5,3,7,2,False
homolog,4,13,17,7,24,11,avb,1,false,of,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,5,2,3,6,3,3,3,5,2,False
homolog,4,10,6,15,21,11,vab,1,false,of,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,5,2,3,6,3,3,3,5,2,False
homolog,4,12,8,15,23,11,vab,1,false,of,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,7,2,5,8,3,5,3,7,2,False
homolog,4,13,9,15,24,11,vab,1,false,of,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,5,2,3,6,3,3,3,5,2,False
homolog,10,12,2,21,23,11,vab,1,false,of,7,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,5,2,3,7,2,5,3,1,2,5,7,2,False
homolog,10,13,3,21,24,11,vab,1,false,of,7,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,5,2,3,1,0,1,5,5,2,False
homolog,12,13,1,23,24,11,vab,1,false,of,7,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,7,2,5,5,2,3,1,1,0,7,5,2,False
affin,1,7,6,15,21,14,vab,2,false,for,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,2,1,2,1,1,2,4,3,False
bind,1,2,3,4,7,5,avb,2,false,NA,5,5,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,1,1,0,1,1,0,3,2,3,True
bind,1,4,5,4,9,5,avb,2,false,NA,5,5,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,2,1,1,2,1,1,3,2,3,True
bind,2,4,2,7,9,5,vab,2,false,NA,5,5,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,1,1,0,2,1,1,1,0,1,2,2,3,False
regul,6,2,4,2,6,8,abv,4,false,by,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,2,2,0,2,2,0,4,2,2,3,3,1,False
contain,10,12,2,18,20,8,vab,2,false,of,8,8,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,3,0,3,3,0,3,1,0,1,6,6,3,False
interact,8,2,10,18,28,26,avb,2,false,with,8,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,1,0,1,4,1,3,6,8,7,True
interact,6,2,8,20,28,26,avb,2,false,with,8,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,1,0,1,5,2,3,6,8,7,True
express,6,4,2,5,7,11,abv,2,false,for,6,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,3,3,0,4,4,0,1,0,1,4,4,1,False
express,6,7,13,5,18,11,avb,2,false,for,6,12,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,3,0,3,6,3,3,4,4,1,False
express,6,12,18,5,23,11,avb,2,false,for,6,13,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,4,0,4,7,3,4,4,5,1,False
express,4,7,11,7,18,11,avb,2,false,for,6,12,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,4,0,3,0,3,7,4,3,4,4,1,False
express,4,12,16,7,23,11,avb,2,false,for,6,13,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,4,0,4,0,4,8,4,4,4,5,1,False
express,7,12,5,18,23,11,vab,2,false,for,12,13,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,4,0,4,4,2,2,4,5,1,False
complex,2,4,2,11,13,9,vab,2,false,of,7,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,1,0,1,1,0,1,1,0,1,4,4,3,True
dissoci,7,8,15,11,26,18,avb,2,false,in,7,9,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,3,0,3,5,2,3,4,7,4,False
dissoci,5,8,13,13,26,18,avb,2,false,in,7,9,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,3,0,3,6,3,3,4,7,4,False
phosphoryl,14,11,3,6,9,20,abv,2,false,with,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,3,2,6,4,2,4,2,2,4,5,3,False
phosphoryl,14,6,20,6,26,20,avb,2,false,with,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,3,2,5,2,3,8,3,5,4,6,3,True
phosphoryl,11,6,17,9,26,20,avb,2,false,with,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,4,2,5,2,3,9,4,5,5,6,3,True
associ,14,12,26,10,36,24,avb,2,false,with,6,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,7,4,3,7,3,4,3,6,3,False
associ,14,15,29,10,39,24,avb,2,false,with,6,15,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,7,4,3,7,3,4,3,6,3,False
associ,12,15,3,36,39,24,vab,2,false,with,5,15,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,7,4,3,7,4,3,2,1,1,6,6,3,False
identifi,2,5,3,7,10,5,vab,1,false,NA,5,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,2,0,2,2,1,1,3,3,1,False
phosphoryl,6,9,15,3,18,9,avb,2,false,on,6,15,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,1,4,1,3,4,2,2,3,4,2,False
phosphoryl,6,16,22,3,25,9,avb,2,false,on,6,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,1,4,1,3,4,2,2,3,4,2,True
phosphoryl,5,2,7,18,25,23,avb,2,false,by,15,4,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,1,0,1,2,1,1,4,4,2,True
induc,3,8,11,7,18,10,avb,2,false,in,4,8,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,3,1,2,4,2,2,3,4,1,True
associ,3,3,6,14,20,17,avb,2,false,with,7,11,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,2,2,0,1,0,1,3,2,1,4,3,2,True
associ,3,5,8,14,22,17,avb,2,false,with,7,11,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,1,0,1,3,2,1,4,3,2,True
associ,3,9,12,14,26,17,avb,2,false,with,7,11,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,4,1,3,6,3,3,4,5,2,False
associ,3,5,2,20,22,17,vab,2,false,with,11,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,1,0,1,1,0,1,1,0,1,3,3,2,False
associ,3,9,6,20,26,17,vab,2,false,with,11,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,1,0,1,4,1,3,5,2,3,3,5,2,False
associ,5,9,4,22,26,17,vab,2,false,with,11,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,1,0,1,4,1,3,6,3,3,3,5,2,False
interact,1,3,4,5,9,6,avb,2,false,with,4,6,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,1,1,0,1,0,1,2,1,1,2,2,1,True
interact,1,5,6,5,11,6,avb,2,false,with,4,6,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,1,1,0,1,0,1,2,1,1,2,2,1,True
interact,1,12,13,5,18,6,avb,2,false,with,4,9,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,4,0,4,5,1,4,2,5,1,False
interact,3,5,2,9,11,6,vab,2,false,with,6,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,1,0,1,1,0,1,1,0,1,2,2,1,False
control,7,2,9,9,18,16,avb,2,false,of,6,9,8,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,2,0,2,5,1,4,2,5,3,False
control,5,2,7,11,18,16,avb,2,false,of,6,9,8,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,2,0,2,6,2,4,2,5,3,False
homolog,17,7,24,1,25,18,avb,1,false,of,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,2,0,2,4,1,3,2,4,2,False
implic,5,3,2,2,4,7,abv,3,false,in,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,1,1,0,1,1,0,1,0,1,2,2,1,False
implic,5,8,13,2,15,7,avb,3,false,in,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,1,2,4,2,2,2,4,1,False
implic,3,8,11,4,15,7,avb,3,false,in,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,1,2,5,3,2,2,4,1,False
respons,2,4,2,10,12,8,vab,3,false,to,7,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,1,0,1,2,1,1,3,2,1,4,3,3,False
norelword,8,19,11,9,20,1,vab,0,false,NA,4,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,4,2,2,2,0,2,1,3,3,False
requir,5,5,10,4,14,9,avb,6,false,of,4,8,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,3,0,3,5,2,3,3,4,1,False
requir,5,18,23,4,27,9,avb,6,false,of,4,12,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,5,1,4,6,2,4,3,6,1,False
requir,5,23,28,4,32,9,avb,6,false,of,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,7,1,6,8,2,6,3,8,1,False
requir,5,25,30,4,34,9,avb,6,false,of,4,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,7,1,6,8,2,6,3,8,1,False
mediat,4,9,13,14,27,18,avb,6,false,by,8,12,4,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,4,4,1,3,0,3,8,4,4,4,6,2,False
mediat,4,14,18,14,32,18,avb,6,false,by,8,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,4,1,5,0,5,10,4,6,4,8,2,False
mediat,4,16,20,14,34,18,avb,6,false,by,8,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,4,1,5,0,5,10,4,6,4,8,2,False
bind,6,11,5,27,32,21,vab,6,false,of,12,4,4,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,2,0,2,4,0,4,2,0,2,6,8,4,True
bind,6,13,7,27,34,21,vab,6,false,of,12,13,4,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,2,0,2,4,0,4,2,0,2,6,8,4,True
bind,11,13,2,32,34,21,vab,6,false,of,4,13,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,4,0,4,4,0,4,1,0,1,8,8,4,False
associ,1,2,3,2,5,3,avb,2,false,with,7,6,6,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,3,4,2,True
associ,1,4,5,2,7,3,avb,2,false,with,7,8,6,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,3,4,2,True
associ,1,11,12,2,14,3,avb,2,true,with,7,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,1,2,4,2,2,3,3,2,False
associ,1,16,17,2,19,3,avb,2,true,with,7,4,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,4,1,3,5,2,3,3,4,2,False
associ,2,4,2,5,7,3,vab,2,false,with,6,8,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,2,0,2,2,0,2,1,0,1,4,4,2,False
associ,2,11,9,5,14,3,vab,2,true,with,6,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,3,1,2,5,3,2,4,3,2,False
stimul,10,4,14,5,19,15,avb,2,true,for,6,4,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,4,1,3,6,3,3,4,4,2,False
associ,4,11,7,7,14,3,vab,2,true,with,8,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,2,0,2,3,1,2,6,4,2,4,3,2,False
stimul,8,4,12,7,19,15,avb,2,true,for,8,4,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,4,1,4,1,3,7,4,3,4,4,2,False
stimul,1,4,5,14,19,15,avb,2,false,for,6,4,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,4,1,3,5,2,3,3,4,2,False
identifi,10,12,2,15,17,5,vab,3,false,in,4,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,3,0,3,1,0,1,4,4,1,False
identifi,10,14,4,15,19,5,vab,3,false,in,4,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,3,0,3,1,0,1,4,4,1,False
bind,8,5,13,15,28,23,avb,3,false,of,4,15,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,4,7,5,True
identifi,12,14,2,17,19,5,vab,3,false,in,10,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,3,0,3,3,0,3,2,1,1,4,4,1,False
bind,6,5,11,17,28,23,avb,3,false,of,10,15,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,0,2,4,2,2,4,7,5,True
bind,4,5,9,19,28,23,avb,3,false,of,10,15,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,0,2,4,2,2,4,7,5,True
bind,9,7,2,4,6,13,abv,3,false,on,5,5,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,2,2,0,3,3,0,1,0,1,3,3,1,False
bind,9,8,17,4,21,13,avb,3,false,on,5,5,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,3,0,3,5,2,3,3,4,1,True
bind,9,15,24,4,28,13,avb,3,false,on,5,5,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,4,0,4,6,2,4,3,5,1,False
bind,7,8,15,6,21,13,avb,3,false,on,5,5,7,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,3,0,3,6,3,3,3,4,1,True
bind,7,15,22,6,28,13,avb,3,false,on,5,5,7,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,4,0,4,7,3,4,3,5,1,False
phosphoryl,5,12,7,21,28,16,vab,3,false,on,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,6,2,4,7,3,4,4,5,3,False
target,4,1,5,16,21,20,avb,5,false,NA,11,4,4,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,1,0,1,1,0,1,3,1,2,6,8,6,True
target,4,3,7,16,23,20,avb,5,false,NA,11,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,1,0,1,3,1,2,6,8,6,True
target,1,3,2,21,23,20,vab,5,false,NA,4,11,4,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,1,0,1,1,0,1,1,0,1,8,8,6,False
regul,3,6,3,4,7,1,vab,2,false,of,6,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,2,0,2,2,1,1,4,3,1,4,2,2,False
bind,5,3,8,4,12,9,avb,2,false,to,6,5,5,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,4,3,1,3,1,2,5,3,2,4,3,2,False
bind,2,3,5,7,12,9,avb,2,false,to,5,5,5,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,2,1,1,3,1,2,3,1,2,2,3,2,True
regul,11,7,4,2,6,13,abv,1,false,NA,5,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,3,3,0,4,2,2,4,4,1,False
regul,8,4,4,1,5,9,abv,3,false,during,4,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,2,0,2,1,1,4,4,2,False
contain,1,10,11,9,20,10,avb,4,false,to,4,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,4,1,3,5,2,3,3,6,2,False
contain,1,24,25,9,34,10,avb,4,false,to,4,15,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,5,1,4,6,2,4,3,7,2,True
bind,1,13,14,20,34,21,avb,4,false,of,10,15,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,6,3,3,6,3,3,6,7,6,False
bind,1,7,8,1,9,2,avb,3,false,to,5,6,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,2,3,1,False
bind,1,13,14,1,15,2,avb,3,false,to,5,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,4,1,3,5,1,4,2,5,1,False
bind,4,2,6,9,15,13,avb,3,false,to,6,7,4,false,false,false,false,false,false,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,4,3,1,2,0,2,6,3,3,3,5,3,False
associ,2,4,2,7,9,5,vab,2,false,between,4,5,4,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,true,1,0,1,1,0,1,1,0,1,3,3,2,True
result,1,5,6,9,15,10,avb,5,false,in,7,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,2,2,0,2,0,2,4,2,2,3,3,1,False
result,1,15,16,9,25,10,avb,5,false,in,7,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,6,1,5,8,3,5,3,7,1,False
