@relation interact

@attribute interactionword {abolish,acceptor,accompani,accumul,acetyl,act,action,activ,affect,affin,agonist,alter,associ,attach,attack,attenu,augment,bind,block,blockag,carbamoyl,carboxyl,caus,chang,character,cleav,cleavag,co,coactiv,coassoci,coexpress,coimmunoprecipit,coloc,compet,complex,concentr,conjug,conserv,consist,contact,contain,contribut,control,convert,cooper,coprecipit,correl,costimul,counterreceptor,crippl,cross,crosslink,deacetyl,deamin,decarboxyl,decreas,degrad,dehydr,dehydrogen,depend,dephosphoryl,depress,determin,diminish,direct,disrupt,dissoci,distribut,dock,down,downregul,drive,effect,elav,elev,elimin,encod,engag,enhanc,evok,express,facilit,facilitet,follow,form,format,formyl,function,fuse,gener,glycosyl,govern,heterodim,heterodimer,homodim,homodimer,homolog,hydroli,hydrolys,hydrolysi,identifi,immunoprecipit,impact,impair,implic,inact,inactiv,incorpor,increas,induc,induct,influenc,inhibit,inhibitor,initi,interact,involv,isomer,lead,ligand,ligat,limit,link,local,mediat,methyl,mobil,mobilis,modifi,modul,neutral,neutralis,oxid,pair,peroxid,perturb,phosphory,phosphoryl,potenti,prduce,preced,precipit,prevent,produc,promot,rais,react,reactiv,recogn,recruit,reduc,reduct,regul,relat,repress,requir,respond,respons,result,revers,sequest,signal,stabil,stimul,suppress,synerg,synergis,talk,target,termin,tether,tran,transactiv,transamin,transcrib,transform,trigger,ubiquitin,up,upregul,norelword}
@attribute D1 real
@attribute D2 real
@attribute D3 real
@attribute P_posision1 real
@attribute P_position2 real
@attribute K_position real
@attribute order {avb,vab,abv}
@attribute NumberOfInteractors real
@attribute not {true,false}
@attribute prep {with,of,by,multiple,to,between,via,through,in,for,on,within,during,from,without,at,under,among,after,NA}
@attribute H1 real
@attribute H2 real
@attribute H3 real
@attribute overlapP {true,false}
@attribute overlapN {true,false}
@attribute overlap2 {true,false}
@attribute overlap3 {true,false}
@attribute overlapF {true,false}
@attribute overlapR {true,false}
@attribute pattern_PVP {true,false}
@attribute pattern_PVbyP {true,false}
@attribute pattern_VofPbyP {true,false}
@attribute pattern_VofPtoP {true,false}
@attribute pattern_NofPbyP {true,false}
@attribute pattern_NofPwithP {true,false}
@attribute pattern_NbetweenPandP {true,false}
@attribute pattern_combetPandP {true,false}
@attribute pattern_comofPandP {true,false}
@attribute pattern_PformcomwithP {true,false}
@attribute pattern_PPN {true,false}
@attribute pattern_PdependP {true,false}
@attribute pattern_between {true,false}
@attribute pattern_contiguous {true,false}
@attribute pattern_para {true,false}
@attribute Dep_KP1 real
@attribute negative_KP1 real
@attribute positive_KP1 real
@attribute Dep_KP2 real
@attribute negative_KP2 real
@attribute positive_KP2 real
@attribute Dep_P1P2 real
@attribute negative_P1P2 real
@attribute positive_P1P2 real
@attribute Dep_P1Root real
@attribute Dep_P2Root real
@attribute Dep_KRoot real
@attribute interaction {True,False}

@data
repress,1,1,2,22,24,23,avb,2,false,NA,5,5,5,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,0,2,4,2,2,4,4,2,True
repress,14,1,15,9,24,23,avb,2,true,NA,8,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,2,0,2,5,2,3,3,4,2,False
bind,1,3,4,6,10,7,avb,2,false,to,4,4,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,1,1,0,2,0,2,3,1,2,3,4,2,True
bind,1,11,12,4,16,5,avb,1,false,to,4,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,5,1,4,6,2,4,3,7,2,True
activ,6,1,7,9,16,15,avb,3,false,from,7,6,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,0,2,4,2,2,4,4,2,True
requir,5,3,8,9,1,4,avb,2,false,NA,5,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,2,2,0,3,2,1,2,3,1,True
transcrib,11,2,13,17,4,6,avb,1,false,in,7,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,1,1,0,3,1,2,3,2,1,True
control,2,18,20,1,21,3,avb,4,false,of,4,12,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,4,0,4,5,1,4,2,5,1,True
control,2,4,6,1,7,3,avb,4,false,of,4,8,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,0,2,3,1,2,2,3,1,True
control,2,10,12,1,13,3,avb,4,false,of,4,10,4,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,0,3,4,1,3,2,4,1,True
control,2,10,12,1,13,3,avb,4,false,of,4,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,0,3,4,1,3,2,4,1,True
control,2,23,25,1,26,3,avb,4,false,of,4,12,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,6,1,5,7,2,5,2,7,1,False
stimul,12,2,14,21,7,9,avb,4,false,of,12,8,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,1,4,3,2,1,6,2,4,5,3,2,False
increas,5,3,8,21,13,16,avb,4,false,of,12,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,4,3,1,7,3,4,5,4,2,False
increas,5,3,8,21,13,16,avb,4,false,of,12,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,4,3,1,7,3,4,5,4,2,False
inhibit,4,1,5,21,26,25,avb,4,false,NA,12,12,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,2,2,0,2,0,2,4,2,2,5,7,5,True
stimul,2,4,6,7,13,9,avb,4,false,of,8,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,2,0,2,5,2,3,3,4,2,False
stimul,2,4,6,7,13,9,avb,4,false,of,8,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,2,0,2,5,2,3,3,4,2,False
stimul,2,17,19,7,26,9,avb,4,false,of,8,12,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,7,2,5,8,3,5,3,7,2,False
stimul,4,4,0,13,13,9,vab,4,false,of,10,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,2,0,2,0,0,0,4,4,2,False
increas,3,10,13,13,26,16,avb,4,false,of,10,12,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,5,1,4,9,4,5,4,7,2,False
increas,3,10,13,13,26,16,avb,4,false,of,10,12,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,5,1,4,9,4,5,4,7,2,False
express,9,1,10,15,5,6,avb,4,false,on,7,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,1,1,0,4,3,1,2,4,3,True
contribut,3,18,21,1,22,4,avb,4,false,to,5,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,6,1,5,8,3,5,3,7,1,False
contribut,3,5,8,1,9,4,avb,4,false,to,5,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,0,2,4,2,2,3,3,1,True
control,3,10,13,22,9,19,avb,4,false,by,6,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,2,1,1,4,1,3,7,3,5,True
induc,17,3,20,25,5,8,avb,2,false,in,11,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,1,5,2,1,1,7,1,6,8,3,3,True
depend,4,9,13,19,32,23,avb,2,false,in,12,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,4,3,1,4,3,1,6,4,6,False
induc,10,6,16,19,3,9,avb,2,false,after,12,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,1,1,1,5,1,4,6,2,2,True
induc,10,4,14,19,5,9,avb,2,false,after,12,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,2,2,1,6,2,4,6,2,2,True
induc,23,6,29,32,3,9,avb,2,false,after,7,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,1,1,1,3,1,2,4,2,2,True
induc,23,4,27,32,5,9,avb,2,false,after,7,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,2,2,1,4,2,2,4,2,2,True
induc,6,4,2,3,5,9,abv,2,false,after,5,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,1,1,1,2,2,1,1,0,1,2,2,2,False
induc,21,3,24,29,5,8,avb,3,false,by,12,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,1,3,3,3,0,6,3,3,5,4,1,True
regul,2,5,7,7,14,9,avb,6,false,by,4,6,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,0,3,4,1,3,3,5,2,True
regul,2,1,3,7,10,9,avb,6,false,by,4,6,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,1,1,0,2,0,2,3,1,2,3,4,2,True
regul,2,8,10,7,17,9,avb,6,false,by,4,7,4,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,0,3,4,1,3,3,5,2,True
express,3,1,4,14,10,11,avb,6,false,by,6,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,1,3,1,1,0,5,2,3,5,4,3,False
prevent,1,4,3,14,17,13,vab,6,false,of,6,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,2,0,2,2,0,2,2,1,1,5,5,3,True
express,1,6,7,10,17,11,avb,6,false,by,6,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,4,1,3,5,2,3,4,5,3,False
drive,7,2,9,18,9,11,avb,1,false,by,6,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,2,2,0,4,2,2,4,4,2,True
bind,1,7,8,6,14,7,avb,3,false,to,4,10,13,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,0,3,4,1,3,3,5,2,True
bind,1,18,19,6,25,7,avb,3,false,to,4,14,13,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,4,1,3,5,2,3,3,6,2,True
bind,1,27,28,6,34,7,avb,3,true,to,4,13,13,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,5,2,3,4,2,2,3,5,2,True
bind,4,7,11,14,25,18,avb,3,false,to,10,14,13,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,4,1,2,0,2,7,4,3,5,6,2,False
bind,4,16,20,14,34,18,avb,3,true,to,10,13,13,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,4,1,5,2,3,8,5,3,5,5,2,False
bind,6,3,9,25,34,31,avb,3,true,to,14,13,13,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,2,1,0,1,7,4,3,6,5,2,False
activ,7,8,15,13,28,20,avb,1,false,by,6,4,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,3,0,3,7,3,4,4,5,2,False
activ,7,16,9,13,4,20,abv,1,false,by,6,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,4,3,1,4,2,2,4,4,2,True
activ,7,14,7,13,6,20,abv,1,false,by,6,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,3,2,1,3,1,2,4,3,2,True
activ,7,11,4,13,9,20,abv,1,false,by,6,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,5,4,1,5,3,2,4,5,2,True
activ,8,16,24,28,4,20,avb,1,false,by,4,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,4,3,1,7,3,4,5,4,2,True
activ,8,14,22,28,6,20,avb,1,false,by,4,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,3,2,1,6,2,4,5,3,2,True
activ,8,11,19,28,9,20,avb,1,false,by,4,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,5,4,1,8,4,4,5,5,2,True
activ,16,14,2,4,6,20,abv,1,false,by,7,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,3,2,1,1,1,0,4,3,2,False
activ,16,11,5,4,9,20,abv,1,false,by,7,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,5,4,1,4,2,2,4,5,2,False
activ,14,11,3,6,9,20,abv,1,false,by,7,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,5,4,1,3,1,2,3,5,2,False
action,2,8,6,20,26,18,vab,3,false,of,10,10,8,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,3,0,3,3,1,2,4,6,3,False
express,7,2,9,20,11,13,avb,3,false,from,10,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,1,1,0,5,3,2,4,5,4,True
express,13,2,15,26,11,13,avb,3,false,from,10,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,2,4,1,1,0,7,3,4,6,5,4,True
activ,1,5,6,5,11,6,avb,4,false,by,6,8,5,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,0,2,4,2,2,3,3,1,True
activ,1,1,2,5,7,6,avb,4,false,by,6,8,5,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,0,2,4,2,2,3,3,1,True
activ,1,22,23,5,28,6,avb,4,false,by,6,17,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,5,1,4,7,3,4,3,6,1,True
activ,1,24,25,5,30,6,avb,4,false,by,6,17,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,5,1,4,7,3,4,3,6,1,True
activ,5,1,4,11,7,6,vab,4,false,by,8,8,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,2,0,2,4,2,2,3,3,1,True
concentr,10,7,17,11,28,21,avb,4,false,to,8,17,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,4,1,3,7,3,4,3,6,3,False
concentr,10,9,19,11,30,21,avb,4,false,to,8,17,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,4,1,3,7,3,4,3,6,3,False
concentr,14,7,21,7,28,21,avb,4,false,to,8,17,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,4,1,3,7,3,4,3,6,3,False
concentr,14,9,23,7,30,21,avb,4,false,to,8,17,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,4,1,3,7,3,4,3,6,3,False
activ,3,5,2,28,30,25,vab,4,false,of,17,17,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,2,0,2,2,0,2,1,0,1,6,6,3,False
concentr,3,2,5,1,6,4,avb,5,false,on,5,6,5,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,4,2,2,3,1,2,2,3,3,True
concentr,3,12,15,1,16,4,avb,5,false,on,5,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,5,2,3,4,1,3,2,4,3,True
concentr,3,19,22,1,23,4,avb,5,false,on,5,10,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,0,1,8,3,5,7,2,5,2,7,3,True
concentr,6,4,10,6,16,12,avb,5,false,on,6,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,3,1,2,5,2,3,3,4,3,False
concentr,6,11,17,6,23,12,avb,5,false,on,6,10,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,2,2,6,2,4,8,3,5,3,7,3,False
effect,5,2,7,16,23,21,avb,5,false,on,9,10,9,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,3,2,2,0,2,7,3,4,4,7,5,False
preced,2,1,3,12,15,14,avb,2,false,at,8,8,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,0,2,4,2,2,4,4,2,True
preced,5,1,6,2,8,7,avb,1,false,NA,6,6,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,1,0,1,3,2,1,3,2,1,True
recogn,10,5,5,19,24,29,abv,2,false,within,7,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,3,0,2,0,2,5,7,4,False
recogn,10,5,15,19,34,29,avb,2,false,within,7,7,5,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,0,3,4,1,3,5,7,4,True
recogn,10,5,15,19,34,29,avb,2,false,within,7,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,0,3,4,1,3,5,7,4,True
recogn,5,5,10,24,34,29,avb,2,false,within,7,7,5,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,3,0,3,6,3,3,7,7,4,True
recogn,5,5,10,24,34,29,avb,2,false,within,7,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,3,0,3,6,3,3,7,7,4,True
recogn,5,5,0,34,34,29,vab,2,false,within,7,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,3,0,3,0,0,0,7,7,4,False
repress,4,5,9,5,14,9,avb,3,false,of,4,7,6,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,3,0,3,5,1,4,3,6,3,True
repress,4,7,11,5,16,9,avb,3,false,of,4,7,6,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,3,0,3,5,1,4,3,6,3,True
repress,4,17,21,5,26,9,avb,3,false,of,4,11,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,1,1,5,1,4,6,1,5,3,7,3,True
repress,5,7,2,14,16,9,vab,3,false,of,7,7,6,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,3,0,3,3,0,3,1,0,1,6,6,3,False
activ,7,5,12,14,26,21,avb,3,false,of,7,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,3,1,3,0,3,8,4,4,6,7,3,False
activ,5,5,10,16,26,21,avb,3,false,of,7,11,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,4,1,3,0,3,9,5,4,6,7,3,False
induc,12,3,15,24,9,12,avb,4,false,by,9,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,1,2,4,3,1,6,3,3,5,5,3,True
stimul,1,12,13,12,25,13,avb,4,false,from,4,4,4,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,6,1,5,7,2,5,2,7,1,True
bind,1,10,11,1,12,2,avb,1,false,to,4,7,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,3,0,3,4,1,3,2,4,1,True
stimul,12,4,8,20,12,8,vab,1,false,by,11,10,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,2,0,2,3,1,2,5,4,2,True
stimul,12,13,1,20,21,8,vab,1,false,by,11,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true,3,0,3,3,0,3,2,1,1,5,5,2,True
stimul,4,13,9,12,21,8,vab,1,false,by,10,11,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,3,0,3,3,1,2,4,5,2,True
induct,6,5,11,16,27,22,avb,4,false,at,7,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,2,3,4,2,2,5,2,3,4,6,6,False
regul,9,3,12,16,4,7,avb,4,false,by,7,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,0,2,1,0,1,3,0,3,4,1,2,True
regul,20,3,23,27,4,7,avb,4,false,by,7,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,0,4,1,0,1,5,0,5,6,1,2,True
act,2,27,29,6,35,8,avb,5,false,of,7,5,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,4,0,4,6,2,4,4,6,2,False
act,2,29,31,6,37,8,avb,5,false,of,7,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,4,0,4,6,2,4,4,6,2,False
act,2,7,9,6,15,8,avb,5,false,of,7,11,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,3,0,3,5,2,3,4,5,2,True
prevent,6,8,2,35,37,29,vab,5,false,from,5,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,3,0,3,3,0,3,1,0,1,6,6,3,False
prevent,6,14,20,35,15,29,avb,5,false,from,5,11,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,4,3,1,7,3,4,6,5,3,True
prevent,8,14,22,37,15,29,avb,5,false,from,6,11,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,4,3,1,7,3,4,6,5,3,True
drive,2,14,16,2,18,4,avb,4,false,of,5,4,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,3,0,3,5,2,3,4,3,2,False
drive,2,3,5,2,7,4,avb,4,false,of,5,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,0,2,4,2,2,4,4,2,True
drive,2,19,21,2,23,4,avb,4,false,of,5,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,3,0,3,5,2,3,4,3,2,False
express,13,2,11,18,7,5,vab,4,false,of,4,6,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,1,3,1,0,1,5,2,3,3,4,3,False
respons,3,2,5,18,23,21,avb,4,false,for,4,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,2,0,2,4,2,2,3,3,1,True
respons,14,2,16,7,23,21,avb,4,false,for,6,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,2,1,2,0,2,5,2,3,4,3,1,False
regul,7,5,2,15,17,22,abv,1,false,of,8,8,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,3,3,0,5,5,0,2,0,2,5,7,2,False
regul,7,17,10,15,5,22,abv,1,false,of,8,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,2,2,0,3,1,2,5,4,2,True
regul,7,5,12,15,27,22,avb,1,false,of,8,7,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,3,0,3,6,3,3,5,5,2,False
regul,5,17,12,17,5,22,abv,1,false,of,8,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,5,0,2,2,0,5,1,4,7,4,2,True
regul,5,5,10,17,27,22,avb,1,false,of,8,7,4,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,5,0,3,0,3,8,5,3,7,5,2,False
regul,17,5,22,5,27,22,avb,1,false,of,4,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,2,2,0,3,0,3,5,2,3,4,5,2,True
induc,10,3,7,6,13,16,abv,2,false,in,6,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,3,0,1,1,0,4,3,1,4,2,1,True
express,5,11,6,11,17,6,vab,1,false,during,8,7,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,4,0,4,4,2,2,4,5,1,False
express,5,3,8,11,3,6,avb,1,false,during,8,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,3,0,3,1,1,0,4,1,3,4,2,1,True
express,11,3,14,17,3,6,avb,1,false,during,7,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,4,0,4,1,1,0,5,1,4,5,2,1,True
norelword,19,11,8,20,12,1,vab,0,false,in,11,6,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,3,1,2,5,2,0,True
norelword,19,3,16,20,4,1,vab,0,false,in,11,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,5,2,3,5,2,0,True
norelword,11,3,8,12,4,1,vab,0,false,in,6,4,4,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,0,0,0,0,0,0,2,1,1,2,2,0,False
result,18,6,24,28,4,10,avb,3,true,in,7,7,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,5,1,4,2,2,0,7,3,4,6,3,1,False
stimul,15,7,8,28,20,13,vab,3,true,of,7,12,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,6,2,4,3,1,2,4,1,3,6,3,2,True
stimul,1,2,3,28,31,29,avb,3,false,NA,7,9,5,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,1,1,0,2,1,1,3,2,1,6,5,5,True
